datetime,Latitude,Longitude
2020-02-19 21:03:57,14.64267576,121.06851932
2020-02-19 21:04:00,14.64267795,121.06852488
2020-02-19 21:04:03,14.64266959,121.06853914
2020-02-19 21:04:06,14.64266485,121.06854255
2020-02-19 21:04:09,14.64267258,121.06853773
2020-02-19 21:04:12,14.64270012,121.06851839
2020-02-19 21:04:15,14.64272057,121.06850449
2020-02-19 21:04:18,14.6427351,121.06849438
2020-02-19 21:04:21,14.64273923,121.06849601
2020-02-19 21:04:24,14.64274792,121.06848756
2020-02-19 21:04:27,14.64274957,121.06848716
2020-02-19 21:04:30,14.64275044,121.0684843
2020-02-19 21:04:33,14.64274881,121.06848816
2020-02-19 21:04:36,14.64274255,121.06848929
2020-02-19 21:04:39,14.64273291,121.06848938
2020-02-19 21:04:43,14.64272581,121.06849313
2020-02-19 21:04:46,14.64272823,121.06849709
2020-02-19 21:04:49,14.64272788,121.06849849
2020-02-19 21:04:52,14.64272071,121.06850622
2020-02-19 21:04:55,14.64271394,121.06850887
2020-02-19 21:04:58,14.64271124,121.06851478
2020-02-19 21:05:01,14.64270259,121.06852154
2020-02-19 21:05:04,14.64270401,121.06852334
2020-02-19 21:05:07,14.64270048,121.06852785
2020-02-19 21:05:10,14.64269434,121.06853109
2020-02-19 21:05:13,14.6426947,121.06853142
2020-02-19 21:05:16,14.64269736,121.06853132
2020-02-19 21:05:19,14.64268491,121.06853634
2020-02-19 21:05:22,14.64269213,121.06852862
2020-02-19 21:05:25,14.64269066,121.06852984
2020-02-19 21:05:28,14.64269238,121.06852875
2020-02-19 21:05:31,14.64269651,121.0685289
2020-02-19 21:05:34,14.64268812,121.06853259
2020-02-19 21:05:37,14.64267695,121.06854002
2020-02-19 21:05:40,14.64267556,121.06853973
2020-02-19 21:05:43,14.6426738,121.06854192
2020-02-19 21:05:46,14.64268278,121.06853982
2020-02-19 21:05:49,14.64268605,121.06854033
2020-02-19 21:05:52,14.64269125,121.06853789
2020-02-19 21:05:55,14.64269238,121.06853805
2020-02-19 21:05:58,14.64269312,121.06853532
2020-02-19 21:06:01,14.64269135,121.06853768
2020-02-19 21:06:04,14.6426881,121.06854273
2020-02-19 21:06:07,14.64269113,121.06854101
2020-02-19 21:06:10,14.64268851,121.06854295
2020-02-19 21:06:13,14.64268474,121.0685455
2020-02-19 21:06:16,14.64267702,121.06854871
2020-02-19 21:06:19,14.64268134,121.06854392
2020-02-19 21:06:22,14.64269163,121.06853808
2020-02-19 21:06:25,14.64269879,121.06853629
2020-02-19 21:06:28,14.64270077,121.0685351
2020-02-19 21:06:31,14.64270467,121.06853367
2020-02-19 21:06:34,14.6427054,121.06853321
2020-02-19 21:06:38,14.64270379,121.0685345
2020-02-19 21:06:41,14.6426923,121.06853999
2020-02-19 21:06:44,14.64268599,121.06853855
2020-02-19 21:06:47,14.64268237,121.06853984
2020-02-19 21:06:50,14.64267114,121.06855539
2020-02-19 21:06:53,14.64266403,121.06855532
2020-02-19 21:06:56,14.64265795,121.06856065
2020-02-19 21:06:59,14.64265585,121.06856469
2020-02-19 21:07:02,14.64264836,121.06856848
2020-02-19 21:07:05,14.64265416,121.06857174
2020-02-19 21:07:08,14.64265438,121.06858294
2020-02-19 21:07:11,14.64265162,121.06859171
2020-02-19 21:07:14,14.64266595,121.06859476
2020-02-19 21:07:17,14.64266958,121.06859313
2020-02-19 21:07:20,14.64266511,121.06859861
2020-02-19 21:07:23,14.64266999,121.06860236
2020-02-19 21:07:26,14.64266885,121.06860396
2020-02-19 21:07:29,14.64267192,121.06860211
2020-02-19 21:07:32,14.64267921,121.06859687
2020-02-19 21:07:35,14.64268022,121.06859657
2020-02-19 21:07:38,14.6426775,121.06860045
2020-02-19 21:07:41,14.64267672,121.06859927
2020-02-19 21:07:44,14.64267709,121.06859963
2020-02-19 21:07:47,14.64268119,121.0686003
2020-02-19 21:07:50,14.64268008,121.06859881
2020-02-19 21:07:53,14.64267827,121.06860357
2020-02-19 21:07:56,14.6426772,121.06860769
2020-02-19 21:07:59,14.6426708,121.06860295
2020-02-19 21:08:02,14.64267357,121.06860662
2020-02-19 21:08:05,14.64267317,121.06860667
2020-02-19 21:08:08,14.64267097,121.06859981
2020-02-19 21:08:11,14.64266872,121.06859501
2020-02-19 21:08:14,14.64266501,121.06859501
2020-02-19 21:08:17,14.64266812,121.06859925
2020-02-19 21:08:20,14.64266113,121.06859072
2020-02-19 21:08:23,14.6426517,121.06859091
2020-02-19 21:08:26,14.64264679,121.06859956
2020-02-19 21:08:29,14.64264477,121.06858828
2020-02-19 21:08:33,14.6426523,121.06858874
2020-02-19 21:08:36,14.64265648,121.06858296
2020-02-19 21:08:39,14.64265899,121.06856643
2020-02-19 21:08:42,14.6426711,121.06855493
2020-02-19 21:08:45,14.64266815,121.06855251
2020-02-19 21:08:48,14.64267232,121.06853084
2020-02-19 21:08:51,14.64268027,121.06850351
2020-02-19 21:08:54,14.64268924,121.06848067
2020-02-19 21:08:57,14.64269984,121.06846504
2020-02-19 21:09:00,14.64270909,121.06846887
2020-02-19 21:09:03,14.64270365,121.06847826
2020-02-19 21:09:06,14.64269899,121.06847485
2020-02-19 21:09:09,14.64271468,121.06847961
2020-02-19 21:09:12,14.6427198,121.06846412
2020-02-19 21:09:15,14.64271024,121.06847151
2020-02-19 21:09:18,14.64271206,121.06848259
2020-02-19 21:09:21,14.64270922,121.06849211
2020-02-19 21:09:24,14.64271095,121.06849211
2020-02-19 21:09:27,14.64271894,121.06849406
2020-02-19 21:09:30,14.64272988,121.06847989
2020-02-19 21:09:33,14.64272973,121.06847275
2020-02-19 21:09:36,14.64272602,121.06846582
2020-02-19 21:09:39,14.64271967,121.06848614
2020-02-19 21:09:42,14.6427239,121.06846809
2020-02-19 21:09:45,14.64272669,121.0684833
2020-02-19 21:09:48,14.64272682,121.06849792
2020-02-19 21:09:51,14.64272044,121.0685162
2020-02-19 21:09:54,14.64270873,121.06850949
2020-02-19 21:09:57,14.64269368,121.06850372
2020-02-19 21:10:00,14.64268665,121.06850189
2020-02-19 21:10:03,14.64269362,121.06851162
2020-02-19 21:10:06,14.64269673,121.06850989
2020-02-19 21:10:09,14.64270066,121.06851967
2020-02-19 21:10:12,14.6426974,121.06852474
2020-02-19 21:10:15,14.64268393,121.06853509
2020-02-19 21:10:18,14.642668,121.06854942
2020-02-19 21:10:21,14.64266835,121.06855572
2020-02-19 21:10:24,14.64265355,121.06856773
2020-02-19 21:10:27,14.64265725,121.06858102
2020-02-19 21:10:30,14.6426438,121.0685917
2020-02-19 21:10:33,14.64264712,121.0686001
2020-02-19 21:10:37,14.64265444,121.06859674
2020-02-19 21:10:40,14.64265497,121.06858959
2020-02-19 21:10:43,14.64265596,121.0685823
2020-02-19 21:10:46,14.64265991,121.06858417
2020-02-19 21:10:49,14.64266571,121.06857496
2020-02-19 21:10:52,14.64266096,121.06857177
2020-02-19 21:10:55,14.64265619,121.06856392
2020-02-19 21:10:58,14.64265567,121.06855178
2020-02-19 21:11:01,14.64265205,121.06855311
2020-02-19 21:11:04,14.64265021,121.06854396
2020-02-19 21:11:07,14.64264789,121.06854391
2020-02-19 21:11:10,14.64264914,121.06855332
2020-02-19 21:11:13,14.64265724,121.0685382
2020-02-19 21:11:16,14.64267977,121.06853605
2020-02-19 21:11:19,14.64267998,121.06851502
2020-02-19 21:11:22,14.64267554,121.06849672
2020-02-19 21:11:25,14.64266676,121.06848375
2020-02-19 21:11:28,14.64266189,121.06849012
2020-02-19 21:11:31,14.64266506,121.06851169
2020-02-19 21:11:34,14.6426649,121.06851242
2020-02-19 21:11:37,14.6426663,121.06851642
2020-02-19 21:11:40,14.64265481,121.06851128
2020-02-19 21:11:43,14.64266076,121.06850208
2020-02-19 21:11:46,14.642667,121.06850474
2020-02-19 21:11:49,14.64267011,121.06850235
2020-02-19 21:11:52,14.64267079,121.06851001
2020-02-19 21:11:55,14.64267215,121.06852499
2020-02-19 21:11:58,14.64266175,121.06852628
2020-02-19 21:12:01,14.64265775,121.0685258
2020-02-19 21:12:04,14.64265136,121.06851317
2020-02-19 21:12:07,14.64265424,121.06850621
2020-02-19 21:12:10,14.64265082,121.06851621
2020-02-19 21:12:13,14.64265103,121.06851355
2020-02-19 21:12:16,14.64264557,121.06853105
2020-02-19 21:12:19,14.64264371,121.06853726
2020-02-19 21:12:22,14.64264937,121.06853322
2020-02-19 21:12:25,14.64264273,121.06853641
2020-02-19 21:12:28,14.64265545,121.06851856
2020-02-19 21:12:32,14.64266333,121.06850935
2020-02-19 21:12:35,14.64266567,121.06849642
2020-02-19 21:12:38,14.6426653,121.06849389
2020-02-19 21:12:41,14.6426736,121.06849649
2020-02-19 21:12:44,14.64267614,121.0685053
2020-02-19 21:12:47,14.64268133,121.06850573
2020-02-19 21:12:50,14.64269641,121.06849037
2020-02-19 21:12:53,14.64270238,121.06848029
2020-02-19 21:12:56,14.6427076,121.06846836
2020-02-19 21:12:59,14.64271382,121.06844066
2020-02-19 21:13:02,14.64272701,121.06842949
2020-02-19 21:13:05,14.64272987,121.06842728
2020-02-19 21:13:08,14.64271871,121.06841105
2020-02-19 21:13:11,14.64270503,121.06839617
2020-02-19 21:13:14,14.64270821,121.06840483
2020-02-19 21:13:17,14.6426859,121.06841902
2020-02-19 21:13:20,14.64266205,121.06842231
2020-02-19 21:13:23,14.64264363,121.06842158
2020-02-19 21:13:26,14.64264565,121.06844299
2020-02-19 21:13:29,14.64264341,121.06846044
2020-02-19 21:13:32,14.64263795,121.06846911
2020-02-19 21:13:35,14.64262219,121.0684812
2020-02-19 21:13:38,14.64262434,121.06849157
2020-02-19 21:13:41,14.64262524,121.06849331
2020-02-19 21:13:44,14.64263029,121.06849443
2020-02-19 21:13:47,14.64263763,121.06848987
2020-02-19 21:13:50,14.64263855,121.06848475
2020-02-19 21:13:53,14.64263437,121.06847785
2020-02-19 21:13:56,14.6426317,121.06848808
2020-02-19 21:13:59,14.64262984,121.06849239
2020-02-19 21:14:02,14.64263439,121.06850271
2020-02-19 21:14:05,14.64263775,121.06851066
2020-02-19 21:14:08,14.64264052,121.06851996
2020-02-19 21:14:11,14.64264615,121.06852959
2020-02-19 21:14:14,14.64264637,121.06854464
2020-02-19 21:14:17,14.6426455,121.06855111
2020-02-19 21:14:20,14.64264997,121.06856471
2020-02-19 21:14:23,14.64264814,121.068573
2020-02-19 21:14:26,14.64263904,121.06859459
2020-02-19 21:14:30,14.64263967,121.0686154
2020-02-19 21:14:33,14.64263531,121.06862766
2020-02-19 21:14:36,14.64263864,121.06861879
2020-02-19 21:14:39,14.64263211,121.06862612
2020-02-19 21:14:42,14.64263815,121.06862425
2020-02-19 21:14:45,14.6426472,121.068616
2020-02-19 21:14:48,14.64266324,121.06859879
2020-02-19 21:14:51,14.64268329,121.06859288
2020-02-19 21:14:54,14.64270258,121.06857363
2020-02-19 21:14:57,14.64271994,121.06855961
2020-02-19 21:15:00,14.64274924,121.06853422
2020-02-19 21:15:03,14.64275523,121.06852324
2020-02-19 21:15:06,14.64276304,121.06850906
2020-02-19 21:15:09,14.64276234,121.06850622
2020-02-19 21:15:12,14.64275575,121.068505
2020-02-19 21:15:15,14.64274935,121.06849962
2020-02-19 21:15:18,14.64273781,121.06849861
2020-02-19 21:15:21,14.64272201,121.06849472
2020-02-19 21:15:24,14.64271415,121.06849407
2020-02-19 21:15:27,14.64270974,121.06850477
2020-02-19 21:15:30,14.64270929,121.06849711
2020-02-19 21:15:33,14.64269304,121.06849162
2020-02-19 21:15:36,14.64269105,121.06848937
2020-02-19 21:15:39,14.64269221,121.06849757
2020-02-19 21:15:42,14.64268404,121.06850793
2020-02-19 21:15:45,14.64268352,121.06852345
2020-02-19 21:15:48,14.64267657,121.06853308
2020-02-19 21:15:51,14.64267024,121.06854304
2020-02-19 21:15:54,14.64267499,121.06855368
2020-02-19 21:15:57,14.64267063,121.06855353
2020-02-19 21:16:00,14.64266666,121.0685547
2020-02-19 21:16:03,14.6426584,121.06856095
2020-02-19 21:16:06,14.64265953,121.06858112
2020-02-19 21:16:09,14.64265414,121.06857289
2020-02-19 21:16:12,14.64264555,121.06856527
2020-02-19 21:16:15,14.64264594,121.06854419
2020-02-19 21:16:18,14.6426458,121.06853923
2020-02-19 21:16:22,14.64265028,121.06853992
2020-02-19 21:16:25,14.64265357,121.06853033
2020-02-19 21:16:28,14.6426501,121.06852797
2020-02-19 21:16:31,14.64264686,121.06853148
2020-02-19 21:16:34,14.6426471,121.06853406
2020-02-19 21:16:37,14.64264641,121.06854344
2020-02-19 21:16:40,14.6426493,121.06854808
2020-02-19 21:16:43,14.64265969,121.06855271
2020-02-19 21:16:46,14.64265654,121.06854585
2020-02-19 21:16:49,14.64265815,121.06854665
2020-02-19 21:16:52,14.64265838,121.06854439
2020-02-19 21:16:55,14.64265817,121.06854577
2020-02-19 21:16:58,14.64265661,121.06854352
2020-02-19 21:17:01,14.64265326,121.068543
2020-02-19 21:17:04,14.64265622,121.06854221
2020-02-19 21:17:07,14.64265442,121.06854441
2020-02-19 21:17:10,14.64265265,121.06855013
2020-02-19 21:17:13,14.64264806,121.06855747
2020-02-19 21:17:16,14.64265321,121.0685516
2020-02-19 21:17:19,14.64265385,121.06855082
2020-02-19 21:17:22,14.64265519,121.06855264
2020-02-19 21:17:25,14.64265697,121.06855146
2020-02-19 21:17:28,14.64265419,121.06855288
2020-02-19 21:17:31,14.64265896,121.06854896
2020-02-19 21:17:34,14.6426618,121.06855329
2020-02-19 21:17:37,14.64266785,121.06855386
2020-02-19 21:17:40,14.64266752,121.06855642
2020-02-19 21:17:43,14.64267983,121.06854727
2020-02-19 21:17:46,14.64269468,121.0685455
2020-02-19 21:17:49,14.64269551,121.06854617
2020-02-19 21:17:52,14.6426963,121.0685516
2020-02-19 21:17:55,14.6427037,121.06854504
2020-02-19 21:17:58,14.64270393,121.06854628
2020-02-19 21:18:01,14.64270301,121.06855216
2020-02-19 21:18:04,14.6427001,121.0685579
2020-02-19 21:18:07,14.64270065,121.06855919
2020-02-19 21:18:10,14.64269491,121.06855616
2020-02-19 21:18:13,14.64268974,121.06855058
2020-02-19 21:18:17,14.64269652,121.06854085
2020-02-19 21:18:20,14.64269826,121.0685344
2020-02-19 21:18:23,14.64270678,121.06852376
2020-02-19 21:18:26,14.64270964,121.06851024
2020-02-19 21:18:29,14.64270575,121.06850448
2020-02-19 21:18:32,14.64270775,121.06850152
2020-02-19 21:18:35,14.64271062,121.06850268
2020-02-19 21:18:38,14.64272002,121.06849445
2020-02-19 21:18:41,14.6427234,121.06850008
2020-02-19 21:18:44,14.64274243,121.06849479
2020-02-19 21:18:47,14.64274213,121.0684928
2020-02-19 21:18:50,14.64273917,121.06848974
2020-02-19 21:18:53,14.64274159,121.06849738
2020-02-19 21:18:56,14.64274483,121.06848768
2020-02-19 21:18:59,14.64274086,121.06847752
2020-02-19 21:19:02,14.64273483,121.06847467
2020-02-19 21:19:05,14.64273075,121.06847795
2020-02-19 21:19:08,14.642734,121.06847232
2020-02-19 21:19:11,14.64273947,121.06846537
2020-02-19 21:19:14,14.64273589,121.06845835
2020-02-19 21:19:17,14.64273655,121.0684603
2020-02-19 21:19:20,14.64273278,121.06845549
2020-02-19 21:19:23,14.64272888,121.06845481
2020-02-19 21:19:26,14.64272159,121.06845999
2020-02-19 21:19:29,14.64272216,121.06846312
2020-02-19 21:19:32,14.64271795,121.06846128
2020-02-19 21:19:35,14.64271734,121.06845435
2020-02-19 21:19:38,14.64271062,121.06846185
2020-02-19 21:19:41,14.64270318,121.06846972
2020-02-19 21:19:44,14.64269674,121.06847563
2020-02-19 21:19:47,14.64269686,121.06848194
2020-02-19 21:19:50,14.64270082,121.06847485
2020-02-19 21:19:53,14.64269624,121.0684737
2020-02-19 21:19:56,14.64269616,121.06847485
2020-02-19 21:19:59,14.64269259,121.06848104
2020-02-19 21:20:02,14.64268989,121.06848239
2020-02-19 21:20:05,14.64268724,121.06849736
2020-02-19 21:20:08,14.64268298,121.06850055
2020-02-19 21:20:11,14.64268302,121.06849151
2020-02-19 21:20:15,14.64267787,121.0684981
2020-02-19 21:20:18,14.64267943,121.06849788
2020-02-19 21:20:21,14.64267725,121.06850145
2020-02-19 21:20:24,14.64267345,121.06850718
2020-02-19 21:20:27,14.64267063,121.0685049
2020-02-19 21:20:30,14.64266385,121.06850765
2020-02-19 21:20:33,14.64266654,121.06850011
2020-02-19 21:20:36,14.6426609,121.06850507
2020-02-19 21:20:39,14.64266325,121.06853043
2020-02-19 21:20:42,14.6426619,121.06851935
2020-02-19 21:20:45,14.64266319,121.06854372
2020-02-19 21:20:48,14.64266386,121.06855146
2020-02-19 21:20:51,14.64266278,121.06855076
2020-02-19 21:20:54,14.6426704,121.06854319
2020-02-19 21:20:57,14.64267088,121.0685626
2020-02-19 21:21:00,14.64267195,121.06856662
2020-02-19 21:21:03,14.64267543,121.06856729
2020-02-19 21:21:06,14.64267416,121.06855766
2020-02-19 21:21:09,14.64267152,121.06854562
2020-02-19 21:21:12,14.64267492,121.0685476
2020-02-19 21:21:15,14.64268076,121.06854508
2020-02-19 21:21:18,14.64268372,121.06855063
2020-02-19 21:21:21,14.64267665,121.06854516
2020-02-19 21:21:24,14.64266969,121.0685446
2020-02-19 21:21:27,14.64266838,121.06854935
2020-02-19 21:21:30,14.64266711,121.06855254
2020-02-19 21:21:33,14.64267006,121.06856186
2020-02-19 21:21:36,14.64267356,121.0685664
2020-02-19 21:21:39,14.64268351,121.06857361
2020-02-19 21:21:42,14.64268083,121.06856218
2020-02-19 21:21:45,14.64267492,121.06855807
2020-02-19 21:21:48,14.6426728,121.06855248
2020-02-19 21:21:51,14.64266548,121.06854526
2020-02-19 21:21:54,14.6426705,121.06853217
2020-02-19 21:21:57,14.64267089,121.06853852
2020-02-19 21:22:00,14.64266793,121.06854336
2020-02-19 21:22:03,14.64267778,121.06853245
2020-02-19 21:22:06,14.64267178,121.06853065
2020-02-19 21:22:09,14.64268011,121.06853487
2020-02-19 21:22:13,14.64268877,121.06853094
2020-02-19 21:22:16,14.64268791,121.06853804
2020-02-19 21:22:19,14.6426886,121.06854242
2020-02-19 21:22:22,14.64269243,121.06853606
2020-02-19 21:22:25,14.64269163,121.06852893
2020-02-19 21:22:28,14.64268406,121.06852974
2020-02-19 21:22:31,14.64268782,121.068535
2020-02-19 21:22:34,14.64268931,121.06853416
2020-02-19 21:22:37,14.64269628,121.06854919
2020-02-19 21:22:40,14.64270002,121.06855393
2020-02-19 21:22:43,14.64269563,121.06855693
2020-02-19 21:22:46,14.64269683,121.06855389
2020-02-19 21:22:49,14.64269944,121.06855356
2020-02-19 21:22:52,14.64268924,121.06854513
2020-02-19 21:22:55,14.64267889,121.06854805
2020-02-19 21:22:58,14.64268213,121.06855855
2020-02-19 21:23:01,14.64268065,121.06857123
2020-02-19 21:23:04,14.64267968,121.06857258
2020-02-19 21:23:07,14.64267822,121.06857651
2020-02-19 21:23:10,14.64267949,121.06858557
2020-02-19 21:23:13,14.64268353,121.06857842
2020-02-19 21:23:16,14.64268772,121.06857005
2020-02-19 21:23:19,14.64269027,121.06857758
2020-02-19 21:23:22,14.64269021,121.06858641
2020-02-19 21:23:25,14.64269459,121.06859577
2020-02-19 21:23:28,14.64269224,121.06860539
2020-02-19 21:23:31,14.64268751,121.06859589
2020-02-19 21:23:34,14.64268493,121.06860237
2020-02-19 21:23:37,14.64268231,121.06860299
2020-02-19 21:23:40,14.64268383,121.06861377
2020-02-19 21:23:43,14.64268776,121.06862385
2020-02-19 21:23:46,14.64268964,121.06861466
2020-02-19 21:23:49,14.64269983,121.06861148
2020-02-19 21:23:52,14.64270274,121.06860692
2020-02-19 21:23:55,14.64270057,121.06860073
2020-02-19 21:23:58,14.6427014,121.0686115
2020-02-19 21:24:01,14.64270522,121.06860892
2020-02-19 21:24:04,14.64270735,121.06861691
2020-02-19 21:24:08,14.64270523,121.06861036
2020-02-19 21:24:11,14.64270638,121.0686163
2020-02-19 21:24:14,14.6426982,121.06861578
2020-02-19 21:24:17,14.64269868,121.06861806
2020-02-19 21:24:20,14.64268759,121.06862244
2020-02-19 21:24:23,14.64269162,121.06862736
2020-02-19 21:24:26,14.64268655,121.06861286
2020-02-19 21:24:29,14.64268923,121.06861633
2020-02-19 21:24:32,14.64267817,121.0686134
2020-02-19 21:24:35,14.64267021,121.06862498
2020-02-19 21:24:38,14.64266816,121.06861253
2020-02-19 21:24:41,14.64265819,121.06859153
2020-02-19 21:24:44,14.64265692,121.06859608
2020-02-19 21:24:47,14.64264609,121.06857953
2020-02-19 21:24:50,14.64265206,121.06858981
2020-02-19 21:24:53,14.64265132,121.06858064
2020-02-19 21:24:56,14.64264475,121.0686181
2020-02-19 21:24:59,14.64264754,121.0686266
2020-02-19 21:25:02,14.64264802,121.06861054
2020-02-19 21:25:05,14.64264613,121.0686151
2020-02-19 21:25:08,14.64264503,121.06863876
2020-02-19 21:25:11,14.64264503,121.06859101
2020-02-19 21:25:14,14.64264823,121.06857928
2020-02-19 21:25:17,14.64264832,121.06856851
2020-02-19 21:25:20,14.64264385,121.0685734
2020-02-19 21:25:23,14.6426437,121.06857407
2020-02-19 21:25:26,14.64265329,121.06856729
2020-02-19 21:25:29,14.64265776,121.06854894
2020-02-19 21:25:32,14.6426629,121.0685377
2020-02-19 21:25:35,14.64268034,121.06855064
2020-02-19 21:25:38,14.64269714,121.06856955
2020-02-19 21:25:41,14.64271082,121.06857246
2020-02-19 21:25:44,14.64272427,121.06855606
2020-02-19 21:25:47,14.64272459,121.06855598
2020-02-19 21:25:50,14.64272861,121.06854661
2020-02-19 21:25:53,14.64272599,121.06854242
2020-02-19 21:25:56,14.64272478,121.06854773
2020-02-19 21:25:59,14.64272857,121.06855562
2020-02-19 21:26:02,14.64272523,121.068565
2020-02-19 21:26:06,14.64272352,121.06856208
2020-02-19 21:26:09,14.64271979,121.06856209
2020-02-19 21:26:12,14.64271511,121.0685434
2020-02-19 21:26:15,14.64270665,121.0685399
2020-02-19 21:26:18,14.64270797,121.0685471
2020-02-19 21:26:21,14.64270731,121.06856229
2020-02-19 21:26:24,14.6427159,121.06855919
2020-02-19 21:26:27,14.64271203,121.06857053
2020-02-19 21:26:30,14.64272143,121.06857878
2020-02-19 21:26:33,14.64271984,121.06858676
2020-02-19 21:26:36,14.64271668,121.06859192
2020-02-19 21:26:39,14.64273288,121.06858882
2020-02-19 21:26:42,14.6427312,121.06859234
2020-02-19 21:26:45,14.64272821,121.06858945
2020-02-19 21:26:48,14.64271891,121.06860065
2020-02-19 21:26:51,14.64271507,121.06859653
2020-02-19 21:26:54,14.64272061,121.06858695
2020-02-19 21:26:57,14.64270895,121.0685859
2020-02-19 21:27:00,14.64269899,121.0685825
2020-02-19 21:27:03,14.64268478,121.0685711
2020-02-19 21:27:06,14.64268583,121.06856566
2020-02-19 21:27:09,14.64268284,121.06855562
2020-02-19 21:27:12,14.64267344,121.06855674
2020-02-19 21:27:15,14.6426671,121.06854716
2020-02-19 21:27:18,14.64265292,121.06855606
2020-02-19 21:27:21,14.64264237,121.06855766
2020-02-19 21:27:24,14.64262995,121.06856617
2020-02-19 21:27:27,14.6426229,121.06857148
2020-02-19 21:27:30,14.64262974,121.06855685
2020-02-19 21:27:33,14.6426334,121.06855186
2020-02-19 21:27:36,14.64263649,121.06855624
2020-02-19 21:27:39,14.6426453,121.06855908
2020-02-19 21:27:42,14.64264545,121.06855943
2020-02-19 21:27:45,14.64265277,121.06855837
2020-02-19 21:27:48,14.64265892,121.06854421
2020-02-19 21:27:51,14.64265643,121.06855016
2020-02-19 21:27:54,14.64266313,121.06854951
2020-02-19 21:27:57,14.64266393,121.06856727
2020-02-19 21:28:00,14.64267419,121.0685814
2020-02-19 21:28:04,14.64268336,121.06858995
2020-02-19 21:28:07,14.64267816,121.06860127
2020-02-19 21:28:10,14.64268039,121.06858089
2020-02-19 21:28:13,14.64268051,121.06859411
2020-02-19 21:28:16,14.6426842,121.06858419
2020-02-19 21:28:19,14.64269802,121.06855761
2020-02-19 21:28:22,14.64269455,121.06855721
2020-02-19 21:28:25,14.64269772,121.06854979
2020-02-19 21:28:28,14.64269806,121.06855361
2020-02-19 21:28:31,14.64270619,121.06854715
2020-02-19 21:28:34,14.64271099,121.06854119
2020-02-19 21:28:37,14.64270731,121.0685469
2020-02-19 21:28:40,14.64270873,121.06855248
2020-02-19 21:28:43,14.64270886,121.06856077
2020-02-19 21:28:46,14.64270422,121.0685525
2020-02-19 21:28:49,14.64271167,121.06856245
2020-02-19 21:28:52,14.64270925,121.06857072
2020-02-19 21:28:55,14.64270107,121.06858069
2020-02-19 21:28:58,14.64269627,121.06858784
2020-02-19 21:29:01,14.64269179,121.06858481
2020-02-19 21:29:04,14.64268689,121.06856946
2020-02-19 21:29:07,14.64268026,121.06856364
2020-02-19 21:29:10,14.64268304,121.06855815
2020-02-19 21:29:13,14.64268395,121.06856261
2020-02-19 21:29:16,14.64267849,121.06856716
2020-02-19 21:29:19,14.64267578,121.06856375
2020-02-19 21:29:22,14.64268091,121.06857203
2020-02-19 21:29:25,14.64267807,121.06857745
2020-02-19 21:29:28,14.64267621,121.06857607
2020-02-19 21:29:31,14.6426764,121.06857592
2020-02-19 21:29:34,14.64268133,121.06857675
2020-02-19 21:29:37,14.64268796,121.06858442
2020-02-19 21:29:40,14.64268894,121.06858707
2020-02-19 21:29:43,14.64268799,121.06858863
2020-02-19 21:29:46,14.64268491,121.06858673
2020-02-19 21:29:49,14.64268508,121.06859131
2020-02-19 21:29:52,14.64267914,121.068587
2020-02-19 21:29:55,14.64268619,121.06859057
2020-02-19 21:29:58,14.64268745,121.06858498
2020-02-19 21:30:01,14.64268448,121.06858273
2020-02-19 21:30:05,14.64268183,121.06858293
2020-02-19 21:30:08,14.64268086,121.06858793
2020-02-19 21:30:11,14.64267361,121.06858996
2020-02-19 21:30:14,14.64266829,121.06859065
2020-02-19 21:30:17,14.64267137,121.06859876
2020-02-19 21:30:20,14.64266329,121.06860737
2020-02-19 21:30:23,14.6426564,121.06860837
2020-02-19 21:30:26,14.64264943,121.06860224
2020-02-19 21:30:29,14.64265077,121.0685949
2020-02-19 21:30:32,14.64264229,121.06859218
2020-02-19 21:30:35,14.64263299,121.06860323
2020-02-19 21:30:38,14.64263947,121.06860325
2020-02-19 21:30:41,14.64263674,121.06860316
2020-02-19 21:30:44,14.64264644,121.06859741
2020-02-19 21:30:47,14.64264989,121.06860249
2020-02-19 21:30:50,14.64265269,121.06860031
2020-02-19 21:30:53,14.64265317,121.06860233
2020-02-19 21:30:56,14.64265087,121.06859939
2020-02-19 21:30:59,14.64265994,121.06859572
2020-02-19 21:31:02,14.64267017,121.06859628
2020-02-19 21:31:05,14.64267136,121.06860344
2020-02-19 21:31:08,14.64268143,121.06860701
2020-02-19 21:31:11,14.6426948,121.06860173
2020-02-19 21:31:14,14.64269461,121.06861517
2020-02-19 21:31:17,14.64269629,121.06862025
2020-02-19 21:31:20,14.64268734,121.06861912
2020-02-19 21:31:23,14.64270288,121.068616
2020-02-19 21:31:26,14.64269918,121.06862501
2020-02-19 21:31:29,14.6426851,121.06862558
2020-02-19 21:31:32,14.64267366,121.06861466
2020-02-19 21:31:35,14.64266809,121.06860696
2020-02-19 21:31:38,14.64267167,121.06859145
2020-02-19 21:31:41,14.64266607,121.06858047
2020-02-19 21:31:44,14.64267081,121.06856479
2020-02-19 21:31:47,14.6426703,121.06856438
2020-02-19 21:31:50,14.64266496,121.06855268
2020-02-19 21:31:53,14.64266355,121.06855231
2020-02-19 21:31:56,14.64265991,121.06855521
2020-02-19 21:31:59,14.64266774,121.06855705
2020-02-19 21:32:02,14.64268422,121.06855472
2020-02-19 21:32:06,14.64268559,121.06855496
